timestamp,servo1Angle,servo2Angle,targetAngle,velocityAngle,targetX,targetY,error,pidOutput
126.42969,0,0.038333334,2.10826206,2.66370893,-468.818787,786.621826,-0.555446863,-4.55496836
126.529686,0,0.0375000015,2.10826206,2.6623044,-468.818787,786.621765,-0.554042339,-4.53127146
126.629686,0,0.0308333337,2.10699272,2.80091977,-467.132202,786.058899,-0.69392705,-3.69003224
126.729694,0,0.0299999993,2.10667467,2.8056612,-466.693909,785.890747,-0.69898653,-3.62099433
126.82969,0,0.0283333343,2.10641003,2.83513761,-466.267883,785.646423,-0.728727579,-3.4088378
126.92969,0,0.0258333329,2.1056602,2.88393497,-465.424255,785.56665,-0.778274775,-3.08036184
127.029689999999,0,0.0233333334,2.10534763,2.92459226,-464.997498,785.406006,-0.819244623,-2.79868221
127.12969,0,0.020833334,2.10499406,2.96604252,-464.575439,785.326538,-0.86104846,-2.50982928
127.22969,0,0.020833334,2.1049912,2.96578312,-464.572083,785.325989,-0.860791922,-2.46197915
127.32969,0,0.0199999996,2.1049912,2.96529961,-464.572083,785.325989,-0.860308409,-2.41545796
127.429694,0,0.019166667,2.10348988,2.98295784,-462.886047,785.163452,-0.879467964,-2.25529194
127.529689999999,0,0.0175000001,2.10316515,2.99493241,-462.445984,784.999268,-0.891767263,-2.13372803
127.629693999999,0,0.0149999997,2.10241127,3.03662252,-461.602051,784.919556,-0.934211254,-1.83701539
127.729694,0,0.0158333331,2.10205173,3.02032471,-461.173706,784.836365,-0.918272972,-1.87572157
127.829694,0,0.0141666671,2.10125446,3.04479146,-460.333069,784.837646,-0.943536997,-1.67690885
127.929694,0,0.0125000002,2.10085011,3.05710006,-459.907104,784.838745,-0.956249952,-1.54927993
128.029698,0,0.0125000002,2.10084677,3.05820632,-459.903687,784.838806,-0.957359552,-1.48806965
128.129698,0,0.0116666667,2.10084677,3.06003571,-459.903625,784.838867,-0.959188938,-1.42263043
128.229702,0,-0,2.09924412,-2.99515557,-458.22406,784.85376,-1.18878579,-0.0390251204
128.329714,0.00249999994,-0,2.09883404,-2.94358706,-457.7948,784.857056,-1.2407639,0.329878241
128.429698,0.00166666671,-0,2.09834266,-2.98076105,-457.371521,785.0177,-1.20408177,0.188693881
128.529698,0.00166666671,-0,2.09749174,-2.99139166,-456.525024,785.099976,-1.19430184,0.201087266
128.629702,0.00333333341,-0,2.09703541,-2.9728477,-456.094482,785.183716,-1.2133019,0.379466772
128.729702,0.00583333336,-0,2.09658313,-2.92999768,-455.669128,785.269104,-1.25660443,0.699570358
128.829701999999,0.00583333336,-0,2.09613705,-2.93868327,-455.247925,785.35022,-1.24836469,0.723886311
128.929701999999,0.00666666683,-0,2.09613347,-2.93823147,-455.244629,785.35083,-1.24882054,0.798050284
129.029702,0.00749999983,-0,2.09613347,-2.93738675,-455.244629,785.35083,-1.2496655,0.87449199
129.129702,0.0108333332,-0,2.09430861,-2.8715837,-453.568604,785.760681,-1.31729341,1.33744669
129.229702,0.0149999997,-0,2.0942018,-2.81043148,-453.554932,785.930908,-1.37855172,1.76741612
129.329701999999,0.0166666675,-0,2.09330845,-2.77902627,-452.715149,786.096924,-1.41085076,2.03331161
129.42971,0.020833334,-0,2.09281349,-2.71117783,-452.292786,786.263428,-1.47919393,2.50964069
129.529705999999,0.0216666665,-0,2.09280968,-2.71156216,-452.289551,786.264893,-1.47881341,2.5921905
129.629706,0.0225000009,-0,2.09280968,-2.71178246,-452.289551,786.264893,-1.47859311,2.67564487
129.729706,0.0291666668,-0,2.09160733,-2.59364271,-451.455078,787.001709,-1.59793496,3.45097828
129.829706,0.0299999993,-0,2.09065604,-2.58311081,-450.605103,787.254272,-1.60941815,3.60898471
129.92971,0.0324999988,-0,2.0901103,-2.5407095,-450.177429,787.503784,-1.65236592,3.94973087
130.029705999999,0.0358333327,-0,2.08952665,-2.49712634,-449.755798,787.83313,-1.69653249,4.29999113
130.129709999999,0.0408333316,-0,2.0889895,-2.40732145,-449.337097,788.082397,-1.78687406,4.91999054
130.229713999999,0.043333333,-0,2.08840585,-2.37451673,-448.915039,788.411072,-1.82026315,5.21558952
130.32971,0.0458333343,-0,2.08822441,-2.34261203,-448.913147,788.740479,-1.85234857,5.50555706
130.42971,0.0483333319,-0,2.0880003,-2.31003642,-448.913452,789.152588,-1.88514829,5.80149603
130.52971,0.0533333346,-0,2.08741927,-2.23042488,-448.495789,789.485229,-1.96534085,6.37357235
130.629714,0.0541666672,-0,2.08741474,-2.23209715,-448.492554,789.488037,-1.96367383,6.47653103
130.729713999999,0.0549999997,-0,2.08741474,-2.23369861,-448.492493,789.488037,-1.96207166,6.57976913
130.829714,0.0633333325,-0,2.08604765,-2.08194494,-447.66333,790.542725,-2.11519265,7.57827997
130.929714,0.0666666701,-0,2.08545947,-2.02884626,-447.238831,790.877563,-2.16887975,8.01015186
