time,msl_altitude,agl_altitude,verticalSpeed,x0,x1,x2
44.6821999999993,2490.68994,2423.74414,-33.3043594,74769.7031,312.8125,11.7523966
44.7021919999997,2489.31592,2422.37012,-33.9179535,74782.6094,318.620209,13.3349075
44.7221919999993,2488.05029,2421.10449,-34.4327393,74794.4844,323.49762,14.6442461
44.7421919999988,2486.91675,2419.97095,-34.8327751,74805.1406,327.293732,15.6390839
44.7621919999992,2485.66968,2418.72388,-35.323185,74816.8594,331.943756,16.8707695
44.7821959999992,2484.48853,2417.54272,-35.7518883,74827.9531,336.012787,17.9304714
44.8021919999992,2483.75928,2416.81348,-35.7993279,74834.8125,336.483643,17.962347
44.8221919999987,2484.19775,2417.25195,-34.8706551,74830.6875,327.740265,15.3774004
44.8421959999987,2484.92456,2417.97876,-33.7111511,74823.8516,316.81897,12.1886568
44.8621959999991,2485.61938,2418.67358,-32.5931892,74817.3359,306.29071,9.12964249
44.8821919999991,2486.87988,2419.93408,-31.0126705,74805.4844,291.400574,4.84931993
44.9021919999986,2488.01074,2421.06494,-29.5576324,74794.8516,277.696777,0.930200756
44.9221959999995,2490.23828,2423.29248,-27.2045784,74773.9453,255.531799,-5.36944914
